,Date,Gbp.usd,Domestic.Production.from.UKCS,Import,Per.GDP.Growth,Average.Temperature,Price.Electricity,Price.Gas,Gbp.eur,Price.ngl,Number.of.gas.switches,Electricity.churn.ratios,Price.lng,Price.coal,Price.gas.oil,Price.standard.grade.burning.oil,Price.diesel,Price.premium.unleaded,Price.super.unleaded,Price.wti.crude,Price.brent.crude
75,01/12/2016,1.2338,2.6,6.65,0.5,6.88,49.87,46.53,1.1838,6.66,317740,3.8,7.09,93.13446429,38.64,38.64,117.16,114.07,123.64,51.97,53.31
76,01/01/2017,1.2579,2.85,7.49,0.2,4.7,53.37,53.39,1.1613,6.78,239759,4.2,9.174090909,91.4244898,40.68,40.68,121.99,118.69,127.85,52.5,54.58
77,01/02/2017,1.2381,2.42,5.94,-0.2,6.15,49.49,51.01,1.1732,7.24,296055,3.4,7.128,85.96928571,40.42,40.42,122.8,119.86,128.87,53.47,54.87
78,01/03/2017,1.255,2.65,5.39,0.2,8.19,41.99,41.02,1.1548,5.91,388103,2.9,5.794782609,86.33385093,39.58,39.58,122.34,119.39,128.4,49.33,51.59
79,01/04/2017,1.2951,2.62,4.76,0.1,8.82,42.1,39.73,1.1798,6.25,327288,2.5,5.7095,90.11071429,39.77,39.77,119.89,117.3,126.71,51.06,52.31
80,01/05/2017,1.289,2.65,3.57,0.3,12.7,41.24,39.29,1.1696,6.14,304615,5.2,5.7190625,80.11836735,36.47,36.47,117.4,115.52,125.01,48.48,50.33
81,01/06/2017,1.3027,2.49,2.51,0.1,15.18,39.68,34.84,1.1403,5.73,315542,3.8,5.523636364,85.67337662,35.73,35.73,117.54,115.55,124.96,45.18,46.37
82,01/07/2017,1.3214,2.32,3.6,0.1,15.87,43.05,36.21,1.1281,6.27,306437,4,5.631904762,90.77397959,34.99,34.99,115.4,113.9,123.13,46.63,48.48
83,01/08/2017,1.2931,1.79,3.68,0.2,15.27,43.34,42.57,1.0974,7.01,348605,3.8,6.130869565,102.7724026,36.92,36.92,117.35,115.64,125.18,48.04,51.7
84,01/09/2017,1.3397,2.06,3.56,0.3,13.38,47.17,46,1.1186,7.8,454861,5,7.084285714,104.775,38.5,38.5,120.52,118.93,128.48,49.82,56.15
85,01/10/2017,1.3283,2.63,4.25,-0.1,12.15,46.68,45.4,1.1227,7.84,460559,3.9,8.792727273,103.2496753,39.95,39.95,120.34,117.15,126.63,51.58,57.51
86,01/11/2017,1.3526,2.69,5.63,0.3,6.92,51.45,52.95,1.1259,8.03,375183,2.9,9.571428571,102.487013,43.43,43.43,122.72,119.12,128.71,56.64,62.71
87,01/12/2017,1.3515,1.89,7.89,0.1,5.35,56.18,58.29,1.133,7.82,325882,2.7,10.70904762,105.968797,43.59,43.59,123.51,119.99,129.53,57.88,64.37
88,01/01/2018,1.4192,2.56,7.54,0.1,5.11,50.84,50.44,1.1331,7.91,253513,2.9,11.66956522,111.9326299,45.92,45.92,124.55,121.16,130.51,63.7,69.08
89,01/02/2018,1.376,2.38,7.08,-0.3,3.3,53.68,58.96,1.1311,7.43,347711,2.9,10.471,111.4773214,42.87,42.87,124.66,121.44,131.14,62.23,65.32
90,01/03/2018,1.4018,2.4,7.17,0,4.75,56.79,64.3,1.1328,7.17,374228,3.6,8.460909091,105.7280612,44.2,44.2,122.79,119.11,128.96,62.73,66.02
91,01/04/2018,1.3772,2.49,4.4,0.2,9.23,50.74,50.94,1.1477,7.49,371819,3.2,7.475238095,99.22339286,45.93,45.93,124.16,120.57,130.04,66.25,72.11
92,01/05/2018,1.33,2.42,3.15,0.2,12.57,54.25,55.58,1.1397,8.4,399163,4.7,8.612608696,109.375,49.49,49.49,128.29,124.67,134.33,69.98,76.98
93,01/06/2018,1.3209,2.36,2.16,0.3,15.42,54,54.97,1.1378,8.57,388672,3.9,10.43761905,121.5244898,48.93,48.93,131.88,127.94,138.25,67.87,74.41
94,01/07/2018,1.3127,2.24,3.49,0.3,17.86,57.61,57.93,1.1269,8.99,364991,3.2,9.972272727,125.0858766,48.46,48.46,131.8,127.62,137.73,70.98,74.25
95,01/08/2018,1.2963,1.94,3.27,0.1,16.06,61.94,62.83,1.1157,9.18,394160,4.3,10.59043478,123.7349026,49.1,49.1,132.49,128.62,138.69,68.06,72.53
96,01/09/2018,1.3031,2.1,2.7,0.1,13.34,67.69,73.72,1.1195,10.46,433386,4.9,11.0905,122.2291071,51.3,51.3,134.48,130.75,140.89,70.23,78.89
97,01/10/2018,1.2766,2.25,4.4,0.3,10.58,64.76,66.53,1.133,9.11,469695,4.3,10.03565217,114.7621118,53.6,53.6,136.62,130.88,141.37,70.75,81.03
98,01/11/2018,1.2752,2.3,5.47,0.1,8.37,62.19,64.37,1.1352,6.97,381638,3.8,9.777272727,107.5529221,51.56,51.56,137.06,128.61,138.93,56.96,64.75
99,01/12/2018,1.2759,2.37,6.36,-0.3,7.03,64.32,63.74,1.1128,6.38,338140,2.6,8.951904762,106.143609,46.97,46.97,131,120.97,131.38,49.52,57.36
100,01/01/2019,1.3102,2.53,7.85,0.4,4.49,62.55,57.71,1.1298,6.46,291442,3.4,8.285652174,105.4012987,46.59,46.59,129.27,119.46,129.55,51.38,59.41
101,01/02/2019,1.3263,2.23,5.61,0.4,6.86,50.27,47.09,1.1473,6.6,350030,3.5,6.501,101.3571429,47.22,47.22,128.93,118.85,129.29,54.95,63.96
102,01/03/2019,1.3033,2.49,5.27,0.2,7.65,44.96,39.31,1.1653,6.58,486248,3.4,5.245238095,99.66989796,46.59,46.59,130.72,120.41,131.81,58.15,66.14
103,01/04/2019,1.3034,2.73,6.77,-0.4,9.13,43.87,34.98,1.1603,6.09,521932,4.3,5.079761905,88.76464286,47.87,47.87,132.85,124.1,135.48,63.86,71.23
104,01/05/2019,1.2632,2.55,4.72,0.3,10.82,41.35,31.43,1.1479,5.61,381018,3.6,5.03326087,89.56428571,47.84,47.84,135.33,128.07,139.08,60.83,71.32
105,01/06/2019,1.2695,1.97,4.08,0.1,13.91,39.4,27.96,1.1225,4.5,336312,3.5,4.38925,77.62982143,44.27,44.27,133.39,127.63,139.09,54.66,64.22
106,01/07/2019,1.2159,2.2,3.11,0.3,16.98,41.86,29.6,1.1118,4.62,401663,4,4.419347826,77.84580745,47.43,47.43,131.76,127.38,138.29,57.35,63.92
107,01/08/2019,1.2158,2.03,2.63,-0.1,16.6,39.62,27.75,1.0925,4.48,390926,3.6,4.280227273,69.73928571,47.5,47.5,132.58,128.51,139.81,54.81,59.04
108,01/09/2019,1.2289,2.23,3.02,0,14.09,37.32,24.87,1.1223,5.04,435740,4.5,5.05452381,66.95867347,46.69,46.69,131.27,126.99,138.83,56.95,62.83
109,01/10/2019,1.2942,2.48,4.45,0.2,10.12,37.74,25.65,1.144,5.12,430526,3.6,6.017391304,69.19425466,48.34,48.34,131.89,127.07,138.74,53.96,59.71
110,01/11/2019,1.2934,2.62,6.08,-0.3,6.57,46.04,38.04,1.166,5.64,377639,3,5.456428571,69.72908163,46.49,46.49,130.28,125.65,137.6,57.03,63.21
111,01/12/2019,1.3261,2.71,6.3,0.1,6.29,39.94,32.14,1.1791,5.33,418379,2.7,5.573409091,70.46464286,46.3,46.3,129.43,124.41,136.58,59.88,67.31
112,01/01/2020,1.3201,2.67,3.67,0.1,6.48,35.93,27.9,1.1779,4.84,329442,3.4,4.913695652,72.10616883,48.2,48.2,132.63,127.14,139.21,57.52,63.65
113,01/02/2020,1.2821,2.58,3.63,-0.3,6.07,32.04,23.5,1.1882,4.38,390406,3.7,2.92025,71.05017857,41.06,41.06,127.79,123.58,136.1,50.54,55.66
114,01/03/2020,1.242,2.54,3.82,-7.3,6.53,33.22,22.92,1.1193,3.06,422059,3.6,3.278863636,70.20487013,31.94,31.94,124.09,120.24,132.74,29.21,32.01
115,01/04/2020,1.2594,2.6,3.85,-19.5,9.93,24.01,13.75,1.1419,2.85,318991,4.8,2.126363636,64.62,22.42,22.42,115.81,108.97,123.13,16.55,18.38
116,01/05/2020,1.2346,2.64,3.42,2.7,12.1,24.13,11.59,1.1275,3.89,321421,3.8,2.032142857,54.14830827,20.26,20.26,111.62,104.78,118.85,28.56,29.38
117,01/06/2020,1.2399,2.45,2.94,9.1,14.61,28.42,13.18,1.1123,4.21,342908,3.9,2.050454545,55.00275974,26.21,26.21,111.9,105.83,120.09,38.31,40.27
118,01/07/2020,1.3088,2.5,3.23,6.3,17.76,31.28,13.24,1.1059,4.54,389096,4,2.286956522,51.67220497,27.31,27.31,116.55,111.15,124.59,40.71,43.24
